auto_rfc_probable,body_excerpt,created_at,excluded_reason,expressibility,expressibility_reason,fixed_status,id,kind,labels,library,manual_review_basis,manual_rfc,manual_rfc_classification,platform,primary_root_cause,source,state,storage_classification,title,url
True,"# DTLS 1.3 close_notify Lacks Epoch/Sequence Boundary Tracking

## Summary

This report verifies ID 164.

RFC 9147 Section 5.10 requires a DTLS 1.3 receiver to ignore data whose `epoch/sequence number` pair is after the pair of a valid received closure alert. This is a DTLS-specific ordering rule: because DTLS records can arrive out of order, the receiver must reason from the record number pair, not only from the order in which records happen to be received.

wolfSSL implements ordinary `close_notify` handling. When a valid `close_notify` is processed, it records that the peer sent a close notification, skips the remaining input buffer, and returns `ZERO_RETURN` to the application. That prevents normal delivery of later data after the connection has entered the close-notify path.

The missing part is the RFC 9147 boundary semantics. The inspected DTLS 1.3 receive path reconstructs the current record's epoch and sequence number, but it does not store the `close_notify` record's epoch/sequence pair and does not compare later records against that saved closure boundary.

Conclusion: ID 164 is **confirmed partial**. The basic shutdown behavior is implemented, but the DTLS 1.3 epoch/sequence closure-boundary rule is not implemented as specified.

## Standard Requirement

Official standard: <https://www.rfc-editor.org/rfc/rfc9147>

Local standard text: `document/dtls/RFC9147.txt`

Relevant section: RFC 9147 Section 5.10, `Alert Messages`.

Relevant normative text:

```text
Any data",2026-06-05T12:20:40Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_or_fixed_unverified,github:wolfSSL/wolfssl:issue:10623,issue,wontfix,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-Core,github,wrong_state_transition,wolfSSL/wolfssl,closed,bug-inferred,DTLS 1.3 close_notify Lacks Epoch/Sequence Boundary Tracking,https://github.com/wolfSSL/wolfssl/issues/10623
True,"### Contact Details

1933771457@qq.com

### Version

5.4.0

### Description

A NULL pointer dereference appears to exist in wolfSSL 5.4.0 in the server-side TLS 1.3 PSK handling path.

During processing of a crafted TLS 1.3 ClientHello containing PSK-related extensions, the server may reach:

wolfSSL_accept()
-> wolfSSL_accept_TLSv13()
-> ProcessReply()
-> DoTls13HandShakeMsg()
-> DoTls13ClientHello()
-> CheckPreSharedKeys()
-> RefineSuites()

In wolfSSL 5.4.0, CheckPreSharedKeys() may call RefineSuites() in a state where ssl->suites has not been initialized. RefineSuites() then dereferences ssl->suites unconditionally through code such as:

for (i = 0; i < ssl->suites->suiteSz; i += 2) {

If ssl->suites is NULL, this causes a SIGSEGV and terminates the server process. Based on current testing, the impact is denial of service.

I confirmed the issue on wolfSSL 5.4.0. I have not yet fully verified the status of all later versions. I did observe that in wolfSSL 5.6.0, RefineSuites() begins with an AllocateSuites(ssl) call, which may address this specific NULL dereference, but I have not independently confirmed that 5.6.0 is unaffected under the same reproduction conditions.

Specific build/configuration information used during reproduction:

Version:
wolfSSL 5.4.0

Target:
Linux x86-64

Build environment:
Ubuntu 22.04
gcc
debug build without sanitizers

Configure options used:
./configure --enable-tls13 --enable-psk

user_settings.h:
Not used in my reproduction build

Relevant ",2026-06-09T02:39:57Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,closed_or_fixed_unverified,github:wolfSSL/wolfssl:issue:10642,issue,bug,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,incorrect_field_construction,wolfSSL/wolfssl,closed,direct-bug-label,[Bug]: wolfSSL 5.4.0 server-side TLS 1.3 PSK handling may dereference NULL pointer in RefineSuites,https://github.com/wolfSSL/wolfssl/issues/10642
True,"### Version

v5.9.1-stable

### Description

When I built curl with this Dockerfile: https://github.com/ZoeyVid/curl-quic/blob/2942619f2af48c5bb54d2de37e0f5d53a42c20b8/Dockerfile

and try to connect to nginx linked against aws-lc with `ssl_ecdh_curve X25519MLKEM768:x25519;` configured, I get this:

```
[zoey@pc ~]$ ./curl-x86_64 https://zvcdn.de -vI4 --http3-only
* Host zvcdn.de:443 was resolved.
* IPv6: (none)
* IPv4: 89.58.43.161
* HTTPS-RR: -
*   Trying 89.58.43.161:443...
* successfully set certificate verify locations:
*  CAfile: /etc/ssl/certs/ca-certificates.crt
*  CApath: none
* QUIC connect to 89.58.43.161 port 443 failed: Could not connect to server
* Failed to connect to zvcdn.de port 443 after 690 ms: Could not connect to server
* closing connection #0
curl: (7) Failed to connect to zvcdn.de port 443 after 690 ms: Could not connect to server
```

The same command works if:
- I use archlinux system curl command
- I append `--curves X25519` to the command
- I enable `secp521r1:secp384r1:prime256v1` in nginx

But then it will use http3 without X25519MLKEM768 in all three cases

If I use http2/http1.x it works without any changes but then it also wont use X25519MLKEM768

Not sure if this is an aws-lc or wolfssl issue or if I'm the issue",2026-06-11T22:28:29Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,recognized_unfixed_or_open,github:wolfSSL/wolfssl:issue:10670,issue,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",Not-related,github,incorrect_field_construction,wolfSSL/wolfssl,open,bug-inferred,curl-wolfssl quic-X25519MLKEM768 connection fails to nginx-aws-lc X25519MLKEM768:x25519-only server,https://github.com/wolfSSL/wolfssl/issues/10670
True,"# Description

1. check that we are resuming or using PSK when invoking `wolfSSL_write_early_data`, error otherwise
2. set `ssl->earlyData == expecting_early_data` only on the first `wolfSSL_write_early_data` invocation
3. merge consecutive section guarded by the same macro ",2026-01-05T09:44:06Z,,expressible_noCheck,Representable when the local model has a matching rfc-requirement(label[n]).,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9601,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,missing_validation,wolfSSL/wolfssl,closed,bug-inferred,check that we are resuming in write_early_data + minor fixes,https://github.com/wolfSSL/wolfssl/pull/9601
True,"# Description

Update `WC_CALLOC_VAR_EX`, now calls XMEMSET properly. Uses `sizeof(VAR_TYPE)`
(CID 556176-556182: Uninitialized scalar variable)

Add length checks for TLS extensions `supported_versions` and `KeyShare` based on RFC [8446](https://datatracker.ietf.org/doc/html/rfc8446#autoid-24) and [9147](https://datatracker.ietf.org/doc/html/rfc9147#name-clienthello-message)
(CID 487950/487948: Untrusted loop bound)

Add cleanup for `table` and `iTable` variables in `sakke_kat_derive_test()` once set by `XMALLOC()`.
CID 420937: Resource leak

# Testing
`./configure --enable-all && make check`
`./configure --enable-all --enable-sakke && make check`

# Checklist

 - [ ] added tests
 - [ ] updated/added doxygen
 - [ ] updated appropriate READMEs
 - [ ] Updated manual and documentation
",2026-01-12T23:58:42Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9646,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-Core,github,incorrect_field_construction,wolfSSL/wolfssl,closed,bug-inferred,20260112 Coverity: update macros and add length checks,https://github.com/wolfSSL/wolfssl/pull/9646
True,"# Description

## Problem
In TLS 1.3, wolfSSL was accepting client_certificate_type and server_certificate_type extensions in ServerHello messages, violating RFC 8446 Section 4.2.

## Solution
Modified TLSX_Parse() in src/tls.c to properly validate the message type for these extensions:

| TLS Version | Allowed Message Types |
|----------------- | ----------------------------------- |
| TLS 1.3	| client_hello, encrypted_extensions only |
| TLS 1.2	| client_hello, server_hello |

Fixes #9655 

# Testing

Reproducer in #9655 

# Checklist

 - [ ] added tests
 - [ ] updated/added doxygen
 - [ ] updated appropriate READMEs
 - [ ] Updated manual and documentation
",2026-01-14T13:58:04Z,,expressible_setM_add_remove,Representable for modeled wire-message fields using setM/add/remove.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9657,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-Core,github,incorrect_field_construction,wolfSSL/wolfssl,closed,bug-inferred,Fix TLSX_Parse to correctly handle client and server cert type ext with TLS1.3,https://github.com/wolfSSL/wolfssl/pull/9657
True,"# Description

For TLS 1.2, the client accepts an empty certificate message from the server. This violates [RFC 5246 section 7.4.2](https://datatracker.ietf.org/doc/html/rfc5246#section-7.4.2). However, for TLS 1.3 the client will properly fail immediately when receiving an empty certificate message from the server.

So to fix this, I modified the empty cert check to include both TLS 1.2 and TLS 1.3.

Fixes #9651

# Testing

Reproduction steps in #9651
",2026-01-14T16:52:34Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9662,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-Core,github,legacy_cross_version_error,wolfSSL/wolfssl,closed,bug-inferred,"[TLS 1.2, TLS 1.3] Fail immediately if server sends empty certificate message for TLS 1.2 and beyond",https://github.com/wolfSSL/wolfssl/pull/9662
True,"- Fixes issue reported in #9604 
- Adds support for using both server and client SSL policies depending on role of the caller

# Description

When system certificate store support is enabled on Apple platforms, wolfSSL is intended to fall back to Apple’s native trust APIs if verification against the wolfSSL CA bundle fails. However #9144 introduced a regression such that the Apple native validation routine never gets invoked if a user-provided verification callback is set and returns success. The verification result was overwritten before the Apple native validation check, preventing the fallback.

This PR fixes the regression in behavior and further improves the apple cert check integration

```
ProcessPeerCerts()
        |
        v
[TLS_ASYNC_BEGIN] - Parse cert chain into buffers
        |
        v
[TLS_ASYNC_BUILD] - Process intermediate certs (count-1 to 1)
        |
        |   For each intermediate cert:
        |     1. ProcessPeerCertParse() - validate cert
        |     2. ANCV bypass for ASN_NO_SIGNER_E (clears error)
        |     3. DoVerifyCallback() - callback can override/reject
        |     4. On fatal error: break loop, send fatal alert
        |
        v
[TLS_ASYNC_DO] - Process leaf cert (certIdx = 0)
        |
        |   1. ProcessPeerCertParse() - validate leaf
        |   2. If ASN_NO_SIGNER_E && ANCV enabled:
        |      - DoAppleNativeCertValidation() <--- Attempt to verify chain using Apple SDK
        |      - I",2026-01-14T20:50:33Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9667,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,legacy_cross_version_error,wolfSSL/wolfssl,closed,bug-inferred,Apple Cert Fix: Prevent verify callback from blocking ANCV invocation ,https://github.com/wolfSSL/wolfssl/pull/9667
True,"# Description

OCSP stapling test consistently failing, most often in the ""Ubuntu-Macos-Windows"" workflow (`os-check.yml`). 

Failure signature ([example](https://github.com/wolfSSL/wolfssl/actions/runs/21177773469/job/60911262629)):
```
connecting to login.live.com:443
wolfSSL_connect error -188, certificate verify failed
wolfSSL error: wolfSSL_connect failed
```

Changelog:
- Add retries when connecting with login.live.com
- Add ""DigiCert Global G2 TLS RSA SHA256 2020 CA1"" to `ca_collection.pem`
- Update documentation regarding previously removed Baltimore cert

# Testing

How did you test?

# Checklist

 - [ ] added tests
 - [ ] updated/added doxygen
 - [x] updated appropriate READMEs
 - [ ] Updated manual and documentation
",2026-01-20T17:27:01Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9688,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",Not-related,github,missing_validation,wolfSSL/wolfssl,closed,bug-inferred,Address connection issues in ocsp-stapling test,https://github.com/wolfSSL/wolfssl/pull/9688
True,"# Description

This PR adds support for [RFC 8734](https://datatracker.ietf.org/doc/html/rfc8734), allowing ECC Brainpool curves to be used for TLS 1.3 key exchange and peer authentication. Furthermore, Brainpool usage for TLS 1.2 has been improved to more closely match [RFC 8422](https://datatracker.ietf.org/doc/html/rfc8422).

## Why?

Although IETF initially deprecated Brainpool curves for TLS 1.3 due to little usage, the German BSI (Federal Office for Information Security) still mandates their usage for critical infrastructure and the energy sector (e.g. in [BSI TR-03116-3 ](https://www.bsi.bund.de/SharedDocs/Downloads/DE/BSI/Publikationen/TechnischeRichtlinien/TR03116/BSI-TR-03116-3.pdf?__blob=publicationFile&v=10)or [BSI TR-03116-4](https://www.bsi.bund.de/SharedDocs/Downloads/DE/BSI/Publikationen/TechnischeRichtlinien/TR03116/BSI-TR-03116-4.pdf?__blob=publicationFile&v=8)) for both TLS 1.2 and TLS 1.3 in addition to NIST SECP curves (TLS 1.3 itself is optional, but when it is used, the Brainpool curves must be supported to be compliant). Hence, support for these curves was added to TLS 1.3 via RFC 8734, adding new identifiers for key exchange and signatures. 

Until now, wolfSSL only formally supports Brainpool curves for TLS 1.2 (although not fully standard conformant, see below). It is technically possible to use Brainpool certificates with TLS 1.3 at the moment, but their usage is fully “hidden” behind the NIST SECP ECDSA signature identifiers instead of the",2026-01-22T10:55:34Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9701,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-Core,github,legacy_cross_version_error,wolfSSL/wolfssl,closed,security/advisory,Add support for TLS 1.3 Brainpool curves,https://github.com/wolfSSL/wolfssl/pull/9701
True,"# Description

Enable PQC algorithms in selftest version

Fixes zd#21037

# Testing

```
./fips-check.sh netbsd-selftest keep
cd XXX-fips-test
./configure --enable-selftest --enable-opensslextra --enable-sha512 --enable-pkcs7 --enable-pkcs12 --enable-keygen --enable-certgen --enable-certreq --enable-renegotiation-indication --enable-sha224 --disable-chacha --disable-poly1305 --enable-savesession --enable-session-ticket --enable-tls13 --enable-aesccm --enable-aesgcm --enable-wpas --disable-dependency-tracking --disable-md5 --enable-ecc --enable-curve25519 --enable-rc2 --enable-certext --disable-fips --enable-kyber --enable-dilithium --enable-lms --enable-xmss CFLAGS=""-DWC_LMS_FULL_HASH -DWOLFSSL_LMS_FULL_HASH -DWC_XMSS_FULL_HASH -DWOLFSSL_XMSS_FULL_HASH""
./wolfcrypt/test/testwolfcrypt
make check
```

# Checklist

 - [ ] added tests
 - [ ] updated/added doxygen
 - [ ] updated appropriate READMEs
 - [ ] Updated manual and documentation
",2026-01-23T03:13:41Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9706,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",Not-related,github,incorrect_field_construction,wolfSSL/wolfssl,closed,bug-inferred,Enable kyber and dilithium in selftest,https://github.com/wolfSSL/wolfssl/pull/9706
True,"Depends on https://github.com/wolfSSL/wolfssl-nginx/pull/31

### `wolfssl/internal.h`

- **`InternalTicket` struct gains a flexible array member**: A new `peerCert[]` field (with a preceding `peerCertLen[2]`) is added to `InternalTicket`. This allows the peer's DER-encoded certificate to be stored directly inside the session ticket.
- **`ExternalTicket` struct becomes variable-length**: The `enc_ticket` field is changed from a fixed-size array to a flexible array member (`byte enc_ticket[]`). The `mac` field is removed from the struct — the MAC is now placed dynamically after the encrypted data in `enc_ticket`.

### `src/internal.c`

- The `GetRecordHeader` function now only adds `MAX_COMP_EXTRA` to the maximum allowed record size when `ssl->options.usingCompression` is true, tightening the length validation. The max fragment length extension check is now much stricter.
- **Peer certificate is serialized into the ticket**: During ticket creation, the code attempts to find the peer certificate from `ssl->peerCert` or from `ssl->session->chain` (fallback). If found and within `MAX_TICKET_PEER_CERT_SZ`, it's copied into `it->peerCert`. DTLS is explicitly excluded (peer cert length set to 0) to keep ticket size small for MTU constraints. If `HAVE_MAX_FRAGMENT` is defined and max fragment is not `MAX_RECORD_SIZE` for TLS 1.3, the cert is also skipped since `SendTls13NewSessionTicket` doesn't support fragmentation yet.
- **Peer certificate restoration from ticket**: On s",2026-01-23T18:24:21Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9711,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,legacy_cross_version_error,wolfSSL/wolfssl,closed,bug-inferred,nginx 1.28.1 fixes,https://github.com/wolfSSL/wolfssl/pull/9711
True,"# Description

Make sure we received a Certificate message before the ClientKeyExchange when a certificate is requested. (Certificate message will be empty when client has no valid certificate.)

Fixes #9650

# Testing

Scripts provided in Issue.

# Checklist

 - [ ] added tests
 - [ ] updated/added doxygen
 - [ ] updated appropriate READMEs
 - [ ] Updated manual and documentation
",2026-01-28T00:01:41Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9718,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,wrong_state_transition,wolfSSL/wolfssl,closed,bug-inferred,TLS 1.2 message order check: certificate before CKE,https://github.com/wolfSSL/wolfssl/pull/9718
True,"# Description
                                                                                                 
  Fixes:                                                                                         
  - Standardize header guards to WOLFSSL_USER_SETTINGS_H                                         
  - Fix typos (WOLFSL_SHA512 → WOLFSSL_SHA512)                                                   
  - Remove duplicate defines                                                                     
  - Add NO_DES3_TLS_SUITES where NO_DES3 is defined                                              
  - Add #if 0/1 gates for feature toggling                                                       
                                                                                                 
  New templates:                                                                                 
  - user_settings_tls13.h - TLS 1.3 only                                                         
  - user_settings_dtls13.h - DTLS 1.3 for IoT                                                    
  - user_settings_pq.h - Post-quantum (ML-KEM, ML-DSA)                                           
  - user_settings_openssl_compat.h - OpenSSL compatibility layer                                 
  - user_settings_baremetal.h - No OS, static memory                                             
  - user_settings_rsa_only.h - RSA only, no ECC                                                  
",2026-01-28T17:55:19Z,,expressible_noCheck,Representable when the local model has a matching rfc-requirement(label[n]).,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9719,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-probable,github,missing_validation,wolfSSL/wolfssl,closed,bug-inferred,Improve user_settings.h examples and add validation rules,https://github.com/wolfSSL/wolfssl/pull/9719
True,Reverts wolfSSL/wolfssl#9718,2026-01-30T22:43:07Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9729,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246""]",RFC-probable,github,wrong_state_transition,wolfSSL/wolfssl,closed,bug-inferred,"Revert ""TLS 1.2 message order check: certificate before CKE""",https://github.com/wolfSSL/wolfssl/pull/9729
True,"# Description

Original issue stems from `wolfssl-examples/tls/client-ech` not working. This issue was a confirmation value mismatch between Cloudflare and our ECH client implementation. The confirmation value is present in the HelloRetryRequest's encrypted_client_hello extension.

* Confirmation mismatch cause:
  - HRR requires a synthetic client hello to be hashed (as in normal TLS transcript) -> ECH transcript hash was not handling the synthetic hash correctly.
  - Random value used for HKDF was incorrect.
* Confirmation mismatch was resolved by refactoring most of the transcript code for ECH.
  - Managed to remove a transcript hash that seemed unecessary. (hsHashesEchInner)
  - Merged most of the client and server calculation for ECH transcript into similar functions.
  - Random value only copied into client hello inner once now
* Fixed segfault when server does not respond with a confirmation value
* Added OuterExtensions extension support to the server to allow testing against openssl s_client (second confirmation that transcript hash is now correct)
  - OuterExtensions will copy extensions from the outer hello into the inner hello.
  - Purpose is to have the client send less stuff over the wire.

Issues fixed when writing tests:

* ssl->options.useEch got out of sync with whether echConfigs is actually a NULL pointer. Removed it.
   - This option was not always combined with echDisabled too, so updated relevant areas.
* When generating a config the ",2026-02-04T00:16:06Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9737,pr,For This Release,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",Not-related,github,incorrect_key_schedule,wolfSSL/wolfssl,closed,bug-inferred,TLS ECH Testing Improvements,https://github.com/wolfSSL/wolfssl/pull/9737
True,Check for KeyShare from ServerHello when required.,2026-02-09T16:15:08Z,,expressible_noCheck,Representable when the local model has a matching rfc-requirement(label[n]).,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9754,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,[],RFC-probable,github,missing_validation,wolfSSL/wolfssl,closed,bug-inferred,Add check for KS in SH,https://github.com/wolfSSL/wolfssl/pull/9754
True,"- ECH: add bounds check on hpkePubkeyLen against HPKE_Npk_MAX to prevent heap buffer overflow from untrusted ECH config data

- Sniffer: fix reassembly memory limit check typo, MaxRecoveryMemory -1 should be MaxRecoveryMemory != -1

- Sniffer: add bounds check in IPv6 extension header parsing loop to prevent OOB read when next_header never matches TCP or NO_NEXT_HEADER

- Sniffer: validate tlsFragOffset + rhSize against tlsFragSize before XMEMCPY in both TLS handshake fragment reassembly paths

- Internal: use WC_SAFE_SUM_WORD32 in GrowAnOutputBuffer to prevent integer overflow on allocation size, matching existing pattern in GrowOutputBuffer",2026-02-16T17:30:58Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9779,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",Not-related,github,wrong_state_transition,wolfSSL/wolfssl,closed,bug-inferred,Fix issues found during src/ code review,https://github.com/wolfSSL/wolfssl/pull/9779
True,"# Description

Resolve a casting overflow condition in 

  1. src/ssl.c — TLS 1.2 path (line 5731)                   

  Added a bounds check on contextLen before the seedLen calculation.

  2. src/tls13.c — TLS 1.3 path (line 1027)

  Added a bounds check on contextLen against UINT32_MAX

Fixes zd21242

# Testing

Added test case to `test_export_keying_material_cb`

# Checklist

 - [x] added tests
 - [ ] updated/added doxygen
 - [ ] updated appropriate READMEs
 - [ ] Updated manual and documentation

Credit for finding issue to:
```
Muhammad Arya Arjuna (pelioro)
```",2026-02-24T13:52:27Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9823,pr,,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,wrong_state_transition,wolfSSL/wolfssl,closed,bug-inferred,Add sanity checks in key export,https://github.com/wolfSSL/wolfssl/pull/9823
True,"When a server uses an HRR to negotiate the key exchange group to use, the selected group is advertised in the HRR key share extension. Furthermore, this group is also stored in the Cookie that is sent to the client. When the server receives the second CH, the group used in the key share extension MUST be the one of the HRR.

For stateless DTLS servers, the handling of this check had a bug. The key share group of the HRR is stored in the ssl->hrr_keyshare_group variable and is checked against the received key share of the second CH. However, in the stateless server case, another CH message may be received inbetween the two CH messages of the desired client, potentially overwriting the ssl->hrr_keyshare_group variable. This then causes handshake failures when the ssl->hrr_keyshare_group variable contains another group than the second CH message of the desired client.

To fix this, two changes are conducted:
1. Disable the ssl->hrr_keyshare_group check for stateless DTLS 1.3 servers. As long as the server is stateless, CHs from multiple clients may be received that individually cause HRRs with different groups. For each of these clients, the HRR group is properly stored in the cookie.
2. When a valid cookie is received from the client, the server becomes stateful. In this case, we now parse the cookie for a stored HRR group. If present, we reset the ssl->hrr_keyshare_group variable to this group to ensure the error checks succeed.

A new test is added to check for this b",2026-03-02T17:24:20Z,,not_applicable,Not an RFC 5246/8446 core/probable behavior bug.,closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9848,pr,Staged,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",Not-related,github,incorrect_field_construction,wolfSSL/wolfssl,closed,bug-inferred,Fix for DTLS1.3 HRR group handling,https://github.com/wolfSSL/wolfssl/pull/9848
True,"All alerts except for `close_notify` and `user_canceled` are now treated as `FATAL_ERROR` regardless of the level within the alert message for TLS 1.3 (in compliance with RFC 8446 §6).

Added test case to verify.

F-158",2026-03-05T11:33:26Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9875,pr,Staged,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC8446""]",RFC-Core,github,wrong_error_handling,wolfSSL/wolfssl,closed,bug-inferred,Treat alerts as fatal errors regardless of level in TLS1.3,https://github.com/wolfSSL/wolfssl/pull/9875
True,"F-160
",2026-03-05T16:12:50Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9882,pr,Staged,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,"[""RFC5246"", ""RFC8446""]",RFC-probable,github,wrong_error_handling,wolfSSL/wolfssl,closed,bug-inferred,Send alert in case of decrypted all-zero message,https://github.com/wolfSSL/wolfssl/pull/9882
True,"RSA-PSS fix:
Skip SE050 hardware path for RSA-PSS sign and verify operations in RsaPublicEncryptEx() and RsaPrivateDecryptEx(). The SE050's PSS sign API (Se05x_API_RSASign) is a hash-then-sign operation, which double-hashes when wolfSSL passes a pre-computed digest (as done during TLS CertificateVerify). PSS operations now fall through to the software RSA path. PKCS#1 v1.5 signing continues to use SE050 hardware.

Key object leak fix:
Add se050_rsa_free_key() called from wc_FreeRsaKey() to erase wolfSSL-allocated RSA key objects from SE050 persistent storage on free. Without this, persistent key slots on the SE050 are never reclaimed and eventually exhaust secure storage. Add matching sss_key_store_erase_key() calls to se050_ecc_free_key(), se050_ed25519_free_key(), and se050_curve25519_free_key(). Only keys with keyId >= SE050_KEYID_START are erased (pre-provisioned keys are left intact).

Mutex leak fix:
Add missing wolfSSL_CryptHwMutexUnLock() calls before early returns in se050_rsa_sign(), se050_rsa_verify(), se050_rsa_public_encrypt(), and se050_rsa_private_decrypt() when the algorithm lookup fails after the mutex has already been acquired.

ZD 21212",2026-03-06T15:51:06Z,,partially_expressible,"Partly representable, but exact predicate/state/alert/transcript behavior may need model-specific checks.",closed_pr_merge_unverified,github:wolfSSL/wolfssl:pr:9912,pr,Not For This Release,wolfSSL,manual-style deterministic triage over title/body/labels/raw API metadata; source-audit required for publication claims,[],RFC-probable,github,incorrect_transcript_binding,wolfSSL/wolfssl,closed,bug-inferred,"Fix SE050 RSA-PSS signing, key cleanup, and mutex leaks",https://github.com/wolfSSL/wolfssl/pull/9912
